label,官方中文名,game_x,game_z,px_x,px_y,来源,坐标条数
WisdomFountain,,3945.599,1343.225,19891,12686,LocationPointer,1
XehaPlateau,卓拉台地,3137.308,-876.8649,18275,8246,Location,1
XekuBridge,德谷多吊桥,-1665.0,1542.0,8670,13084,LocationPointer,1
YamabiLake,亚玛比湖,2475.18,3583.516,16950,17167,Location,1
YamariRiver,诺凯河,917.0587,1784.092,13834,13568,Location,4
YarimoRiver,米奇奇河,1486.099,-2549.578,14972,4901,Location,1
YashinoBeach,雅西诺海滩,3496.54,3459.753,18993,16920,Location,1
YashinoLegacy,雅西诺遗迹,3446.99,3339.0,18894,16678,LocationPointer,1
YuaSnow,聂尔龙雪原,3512.131,1438.446,19024,12877,Location,1
ZamaPlain,塞莱斯平原,-2323.899,-449.8285,7352,9100,Location,1
ZaridoLake,达鲁马湖,2145.324,-3128.764,16291,3742,Location,2
ZaridoPlateau,奥尔汀台地,2292.724,-3678.547,16585,2643,Location,1
ZifForest,时光森林,-367.9718,1525.365,11264,13051,Location,1
ZitoGreens,鸟鸣草原,-596.4113,204.7938,10807,10410,Location,1
ZonauLegacy,左纳乌遗迹群,842.5221,2965.018,13685,15930,LocationPointer,1
ZoraBridge,卓拉大桥,3233.183,-314.3022,18466,9371,Location,1
